AT,V,PE
25.79,67.17,440.75
29.49,69.71,440.99
25.85,67.69,434
25.82,69.68,439.58
24.67,68.14,438.4
30.09,64.96,430.3
11.27,40.62,471.26
20.28,68.63,454.36
19.36,39.54,458.75
15.37,41.96,466.02
13.79,45.08,465.69
24.35,73.17,435.66
20.51,63.09,445.86
21.93,61.45,443.91
28.24,71.58,434.01
25.19,64.44,444.35
31.71,73.5,430.45
24.88,63.31,441.54
30.65,71.98,429.85
29.01,68.08,427.91
10.06,42.02,477.82
14.66,41.92,464.57
26.12,68.51,433.11
23.92,61.87,441.15
21.88,59.39,442.92
16,42.86,467.5
24.74,59.21,440.36
6.93,40.67,494.61
12.26,39.96,470.87
14.44,40.8,472.95
11.85,42.07,467.25
21.35,57.76,452.57
27.31,65.12,440.06
23.59,43.77,448.42
11.94,40.66,467.99
24.97,50.23,454.35
24.78,57.19,443.62
8.18,43.69,487.83
13.75,40.66,461.81
15.52,43.7,466.38
14.98,43.99,462.32
13.42,40.78,459.04
24.05,72.24,437.81
29.75,74.87,435.61
17.89,42.42,467.59
27.84,72.39,432.19
18.24,58.46,449.63
12,41.17,474.4
12.23,43.69,471.62
22.67,64.15,453.47
16.73,37.2,463.89
21.65,56.89,445.93
21.18,45.01,451.62
21.06,67.07,446.44
13.88,48.79,464.14
19.08,46.93,454.45
17.48,40.89,462.59
16.23,43.69,466.22
24.99,60.37,437.67
12.53,44.03,470.04
18.3,37.2,470.42
7.51,41.66,485.58
28.66,77.95,431.23
25.6,63.9,451.44
12.75,39.85,475.61
17.19,58.86,451.87
30.51,60.75,435.57
8.23,40.77,479.24
10.17,40.1,479.58
27.04,73.67,431.1
10.74,40.92,466.77
21.96,58.79,448.89
23.14,62.26,444.38
27.41,69.98,431.64
25.61,67.69,437.78
18.55,61.87,450.73
30.55,66.25,440.74
24.4,41.1,451.66
25.17,68.08,437.01
22.1,65.06,442.18
11.48,42.02,471.43
24.04,59.43,437.51
12.74,41.38,475.63
20.65,57.5,448.22
9.6,41.03,481.73
28.61,69.84,429.91
16.58,37.64,460.48
16.81,38.52,459.01
5.46,40.81,474.87
23.19,49.82,451.08
11.86,40.27,474.57
20.36,66.05,450.23
25.14,63.47,443.93
28.42,75.23,435.64
10.96,45.01,468.64
18.48,52.05,458.62
16.48,41.35,465.64
14.04,40.2,465.25
22.24,41.1,451.95
11.77,40.71,477.94
32.41,58.9,439.11
17.8,62.26,451.62
19.08,59.15,451.33
11.72,40.35,476.41
27.92,68.12,437.51
22.73,66.75,437.93
30.67,72.86,432.76
26.81,61.47,443.66
15.39,39.31,461.39
22.92,61.9,446.08
29.53,71.43,438.78
32.84,68.14,425.18
15.78,41.48,454.25
6.65,40.69,479.35
14.64,53.82,463.18
15.12,41.79,455.63
28.36,69.88,434.03
24.27,74.93,443.06
27.77,51.43,438.7
11.17,39.72,474.64
23.71,67.17,440.65
28.12,73.42,435.46
19.17,52.9,458.59
19.67,44.89,455.2
18.5,46.93,455.63
16.36,39.99,462.5
22.43,63.76,442.85
30.8,73.56,432.43
22.07,60.08,452.56
15.51,41.76,463.82
29.78,69.71,434.33
9.61,39.04,483.86
31.99,53.53,432.43
29.72,74.78,438.19
15.47,43.13,466.63
4.62,38.44,486.84
15.61,41.2,467.81
7.35,41.66,485.35
23.77,61.87,445.72
10.88,44.63,469.57
12.99,43.8,466.95
22.99,46.93,451.41
24.38,58.2,444.36
25.14,69.13,433.95
13.21,40.03,469.75
13.56,39.18,470.38
10.6,41.46,481.3
12.78,41.04,461.61
27.44,66.56,428
23.09,51.19,443.22
20.87,57.19,445.95
14.58,42.07,460.66
22.12,69.71,434.42
16.73,65.94,453.39
14.92,41.16,465.72
21.38,65.12,448.5
10.55,41.92,470.95
3.31,39.42,487.19
16.23,43.52,464.74
27.86,65.18,436.26
13.63,43.22,464.62
6.91,37.49,481.88
8.62,39.54,483.03
8.51,42.32,476.6
31.3,70.79,428.75
16,43.02,466.01
11.44,44.2,476.12
5.15,45.87,479.61
24.88,63.91,447.28
27.52,74.67,433.56
32.89,66.44,431.54
9.98,39.66,481.64
25.42,74.22,433.97
26.04,52.84,439.36
16,48.78,458.27
14.4,40.2,464.5
21.71,60.77,444.59
27.72,69.88,434.02
9.34,38.08,482.06
31.12,68.14,427.06
12.14,44.85,476.68
12.24,40.96,475.32
25.67,69.88,441.35
28.6,61.86,439.74
33.63,70.4,430.05
20.23,57.76,452.5
13.3,50.59,469.13
20.77,45.87,452.71
20,56.53,454.86
7.34,40.72,483.92
21.71,65.27,444.91
25.16,58.82,442
17.35,39.39,467.85
21.6,66.86,450.84
9.89,40.64,478.13
13.32,44.9,466.3
24.8,50.23,453.56
26.38,44.89,442.13
19.93,57.25,455.15
9.33,36.3,479.6
13.85,45.08,468.35
24.51,62.08,447.04
27.78,68.67,439.92
23.85,52.3,441.99
13.75,40.89,471.42
34.2,68.14,427.05
19.04,68.28,444.54
24.85,67.9,445.18
22.51,66.49,453.08
26.88,60.96,446.77
15.48,47.83,463.67
23.56,73.67,439.27
19.43,52.9,456.08
29.97,67.9,434.14
18.97,50.59,459.68
21.37,81.56,434.38
20.09,61.27,451.43
22.41,66.56,435.75
24.51,68.63,447.66
26.01,74.33,435.82
28.32,68.12,433.59
13.68,45.08,467.02
8.83,41.14,474.51
24.75,58.79,444.79
30.64,74.87,437.43
26.68,49.02,441.54
23.38,48.6,440.9
23.48,70.79,432.25
14.03,49.15,467.16
24.26,47.93,439.16
13.08,42.32,462.41
23.78,69.71,443.06
27.71,75.23,440.7
21.97,65.61,447.05
15.54,41.23,463.06
31.03,74.33,429.35
31.12,69.13,429.41
7.11,41.74,487.85
13.07,42.18,461.71
22.86,62.52,447.96
6.14,40.62,481.66
14.3,53.82,465.42
17.93,44.63,458.96
25.9,71.73,434.84
23.72,58.62,447.13
13.83,38.73,469.81
21.71,76.86,438.41
28.76,66.56,432.3
15.28,43.71,463.44
13.95,38.73,468.21
22.19,58.49,449.4
22.75,58.86,448.32
28.52,64.96,431.36
23.9,61.47,438.73
31.88,70.36,438.42
10.4,42.44,480.04
21.31,49.39,455.34
29.72,71.97,431.22
20.92,49.15,455.32
13.48,40.35,474.72
21.36,58.95,443.93
6.75,39.9,484.05
18.11,58.95,454.29
26.2,71.73,430.89
22.89,80.25,446.15
26.12,63.94,441.46
9.84,40.22,479.65
14.13,48.92,464.17
9.05,36.3,479.43
22.21,60.77,444.57
18.73,40.12,454.71
10.53,40.64,477.99
21.47,58.79,446.33
6.03,41.17,488.57
23.55,65.12,446.44
9.26,40.78,471.79
14.18,42.99,468.35
6.67,39.37,488.13
24.1,71.97,443.09
25.35,72.99,436.29
23.21,58.49,448.09
11.44,43.13,477.57
12.75,40.64,466.93
30.01,68.27,428.6
27.18,61.41,449.7
8.3,43.13,484.07
26.2,71.73,434.08
22.4,68.31,446.91
14.66,43.13,467.87
24.96,70.47,438.23
26.5,66.05,440.15
24.39,58.41,445.39
3.91,35.47,488.67
14.8,44.92,464.01
10.22,39.64,477.22
13.48,41.92,463.9
17.83,43.72,453.86
31.63,65.74,437.54
23.16,69.94,438.48
21.7,64.69,448.76
13.92,41.16,454.15
12.22,41.2,474.96
21.62,58.59,445.92
9.3,38.18,480.14
32.55,70.94,432.07
13.32,38.73,472.33
19.83,59.44,446.15
22.16,64.63,451.86
15.81,58.59,456.91
24.46,68.61,440.58
29.1,73.4,436.85
24.37,70.02,443.53
7.48,38.5,488.43
8.58,40.72,480.96
19.69,56.65,453.96
18.14,43.56,461.71
18.21,39.54,461.73
27.07,77.95,433.61
15.62,38.28,465.7
25.61,47.43,442.96
15.41,42.44,472.28
20,63.31,449.68
25.87,57.32,442.87
14.43,38.91,468.83
9.14,38.91,476.57
25.24,68.28,435.9
27.06,43.77,442.15
18.06,52.08,452.19
23.15,58.79,447.71
25.38,74.67,435.41
30.65,65.18,436.79
8.49,43.69,483.62
29.86,69.34,438.5
29.12,66.56,429.94
10.35,38.38,477.76
30.3,73.9,440.79
21.31,46.97,455.76
15.17,54.3,464.39
11.87,40.55,473.79
24.1,68.61,443.75
23.92,73.17,433.78
13,48.79,464.12
24.14,41.1,450.13
30.19,66.54,428.37
22.08,69.94,441.57
26.86,72.58,428.69
13.55,40.1,469.57
13.18,43.8,467
7.2,40.35,484.9
11.37,41.5,475.94
13.93,39.64,470.84
10.32,40.35,481.51
16.32,50.88,458.28
4.16,35.47,486.7
28.26,72.43,426.2
29,69.68,442.79
31.63,68.3,426.86
28.19,68.08,436.43
13.93,40.2,466.47
30.92,80.18,432.35
19.89,69.48,447.63
25.86,76.2,438.75
10.81,44.63,473.86
18.26,69.94,443.59
18.61,63.09,449.81
25.34,65.61,442.82
21.28,70.72,445.54
12.88,43.8,468.19
33.68,68.14,427.53
8.66,44.68,479.62
8.26,40.96,485.73
9.03,40.71,484.97
14.85,39.39,468.84
3.21,38.44,491.35
15.71,39.3,462.84
26.52,43.77,440.31
14.18,40.69,471.52
13.89,45.08,467.74
10.12,41.78,477.67
21.12,63.91,447.64
26.68,63.73,439.69
19.65,62.1,449.13
23.47,69.71,442.23
16.71,40.55,464.13
5.21,35.79,485.17
28.13,68.12,435.85
12.14,45,476.6
23.7,69.23,437.15
29.52,75.33,433.39
13.49,41.78,467.92
28.24,65.74,438.47
16.48,68.28,449.7
14.01,42.74,466.15
24.56,66.75,435.03
28.94,71.64,438.96
19.71,43.43,456.24
11.06,41.5,476.24
22.99,60.77,447.62
19.87,48.14,451.14
23.77,59.21,440.08
20.99,50.12,448.07
10.32,41.01,467.81
26.72,56.9,435.16
14.55,44.84,465.14
4.89,45.87,482.69
19.49,46.63,451.31
24.44,59.21,445.82
7.99,36.08,481.35
27.28,51.43,450.53
26.23,59.07,440.18
9.46,41.4,480.82
15.01,39.52,468.02
24.86,63.47,441.68
20.47,58.16,453.99
27.09,49.3,437.44
11.48,36.18,469.44
7.84,40.07,488.7
15.97,52.72,462.64
29.55,67.69,428.77
11.63,40.55,474.67
22.96,45.01,450.37
13.61,40.71,475.23
22.17,70.47,441.14
15.45,61.27,456.59
25.08,61.02,437.31
24.98,71.98,432.06
20.57,44.9,456.18
12.33,38.91,472.49
8.29,36.08,483.26
25.47,59.92,439.84
28.2,66.75,433.46
29.05,70.32,437.16
27.03,65.12,441.62
27.25,73.03,439.78
30.71,71.85,425.16
20.94,49.02,448.18
9.06,43.79,482.8
26.8,58.84,445.76
25.77,65.48,440.96
16.77,50.9,459.91
11.73,37.92,472.51
19.72,65.94,446.84
24.42,66.56,434.18
18.68,59.14,452.85
14.22,45.08,466.47
23.81,57.5,448.72
7.91,38.56,485.95
21.32,45.01,452.75
24.75,52.84,442.6
26.81,56.57,442.94
25.99,49.82,452.09
10.59,41.26,474.76
6.33,42.07,484.57
22.26,44.89,447.07
15.9,39.99,465.5
23.14,58.18,444.51
19.48,58.79,450.55
13.19,44.88,467.68
27.4,69.84,430.54
29.41,59.27,441.99
25.22,71.85,438.71
22.31,70.32,437.83
7.64,42.28,483.74
14.68,43.99,461.91
15.12,48.92,462.59
20.96,61.27,448.77
5.95,39.48,486.07
25.13,57.69,437.8
11.58,40.66,466.42
20.21,59.14,448.79
16.64,43.14,459
8.86,36.71,478.88
19.72,47.03,458.59
8.27,38.56,485.31
30.19,68.08,431.25
20.06,56.53,455.99
13.16,43.41,465.6
24.01,65.46,443.81
9.78,40.03,480.59
16.85,42.24,472.63
15.12,39.16,463.78
24.45,66.49,449.22
9.14,42.44,481.46
26.02,68.67,440.12
21.46,51.61,457.28
13.18,40.24,469.35
5.79,38.68,487.4
13.56,49.83,466.33
11.95,42.07,467.91
9.15,44.03,474.26
28.96,66.54,429.48
21.23,50.59,453.95
10.73,40.35,477.23
6.1,39.33,491.37
25.5,63.91,444.26
29.1,76.2,435.97
22.58,58.12,448.32
19.53,66.54,451.19
20.07,51.3,450.46
24.96,77.54,433.4
21.08,63.13,443.51
12.54,43.69,470.04
6.64,35.19,484.03
16.78,37.2,471.24
25.56,75.6,442.2
14.02,40.75,470.48
29.45,70.02,437.82
28.97,78.92,430.98
6.11,38.68,482.97
28.53,49.3,438.17
31.71,69.04,441.15
32.45,44.37,429.81
30.53,73.21,430.2
15.02,41.48,456.04
24.91,58.69,435.96
22.21,69.71,440.14
24.51,65.12,447.46
18.9,60.07,451.5
28.51,76.09,438.28
27.88,75.23,439.33
24.33,49.16,441.2
20.36,57.5,452.28
11.15,40.64,477.79
21.16,50.66,455.86
30.47,70.83,444.39
31.68,74.16,434.61
19.8,49.15,461.78
32.33,67.83,427.84
18.67,58.46,447.16
29.42,69.14,437.75
27.84,71.32,431.37
22.59,65.06,444.6
10.38,41.01,465.9
8.32,39.64,479.69
30.34,71.25,431.18
12.38,45.51,470.46
11.23,43.7,476.04
24.19,46.93,446.3
30.17,75.08,438.89
28.5,71.32,435.7
14.78,38.58,460.54
11.48,41.2,478.34
9.59,34.69,478.88
20.42,60.77,447.85
20.76,58.79,447.07
13.53,40.71,474.7
34.4,77.95,430.87
33.6,74.33,428.62
6.03,41.17,488.57
28.62,69.71,437.52
19.72,44.78,464.54
11.54,40.77,465.61
19.39,60.1,452.57
9.59,37.14,474.74
12.31,40.64,475.65
23.61,63.94,441.57
7.61,39.42,475.55
18.51,58.46,448.39
7.53,43.65,479.15
10.5,52.72,468.01
24.99,58.79,439.2
6.15,40.07,494.3
30.54,67.45,431.35
13.44,39.39,469.67
31.27,73.77,430.32
16.13,39.99,465.25
30.97,67.69,425.35
15.37,43.34,460.02
21.25,66.86,455.72
14.89,39.82,470.19
6.65,40.77,482.9
30.26,72.58,425.71
33.71,69.98,431.99
8.6,40.77,480.82
29,75.33,432.65
10.02,41.44,479.63
28.75,64.69,437.94
37.11,68.94,429.25
30.06,67.25,435.02
30.68,69.68,438.68
30.08,73.42,434.95
6.98,40.35,484.19
29.17,73.17,432.07
21.93,60.84,443.89
15.11,43.67,467.82
25.68,70.17,433.92
30.44,56.24,429.34
20.36,65.27,445.67
26.47,47.43,439.4
13.9,39.54,471.16
21.81,60.27,441.85
9.08,42.49,481.46
32.31,77.95,430.15
27.96,73.42,435.93
9.23,42.44,481.29
25.66,61.08,446.05
19.2,61.27,455.2
24.81,59.87,444.89
24.1,60.29,449.79
28.33,68.14,431.27
19.53,50.32,449.59
29.37,74.78,434.2
24.44,69.84,430.3
31.35,67.32,439.81
28.98,62.66,438.45
21.05,63.09,447.45
25.03,60.27,438.24
14.78,54.3,463.75
25.24,67.45,438.99
16.7,50.88,456.18
16.44,53.16,458.49
25.18,71.98,432.88
23.51,48.98,454.06
20.56,64.45,458.97
26.63,43.77,440.95
27.4,69.13,426.18
26.91,65.34,443.6
23.75,67.9,445.22
27.79,69.23,435.06
27.41,63.07,445.02
7.98,43.52,481.93
11.98,44.58,477.56
27.1,73.21,430.87
12.93,45.51,469.83
18.91,45.01,456.12
26.9,66.48,432.95
14.36,40,460.42
8.81,43.56,482.52
18.36,53.16,458.47
11.48,37.92,472.9
25.92,73.77,432
11.01,43.69,477.3
26.31,66.48,432.89
9.99,42.07,471.6
12.84,40.8,475.59
21.07,67.07,446.05
17.7,38.52,455.5
14.36,41.26,462.25
24,58.05,447.16
12.17,41.58,463.03
19.58,50.12,449.44
25.73,66.54,437.07
23.85,74.22,441.66
26.45,73.5,433.44
20.95,44.89,450.39
21.29,59.04,445.37
14.32,71.14,460.02
19.65,63.91,444.9
28.09,77.95,436.94
33.87,71.32,435.89
13.72,41.62,455.52
9.47,41.4,479.68
32.19,69.13,425.21
18.73,46.48,450.74
6.09,43.65,485.96
24.43,67.25,436.5
25.24,66.54,433.86
26.26,71.73,430.79
26.15,64.27,439.11
7.77,41.82,479.4
27.92,63.07,442.87
31.62,64.05,439.09
12.47,45.01,467.18
31.41,74.16,430.37
32.63,74.99,432.79
21.97,58.12,448.91
22.68,58.82,443.86
10.82,44.63,473.23
32.37,68.67,430.35
10.89,40.81,478.23
25.45,70.04,430.2
10.91,42.34,470.91
6.75,39.4,483.77
21.36,45.61,456.85
23.45,45.61,454.92
4.04,35.47,486.86
15.4,38.73,469.18
25.54,49.16,443.55
22.61,59.87,441.2
8.62,39.66,482.99
13.84,41.26,462.46
21.31,69.05,440.97
28.54,58.33,439.28
20.35,67.45,447.64
24.54,65.46,446.26
5.84,40.62,482.1
26.47,69.51,433.89
10.79,43.56,479.64
18.3,44.06,456.32
28.79,68.51,432.51
23.07,49.02,444.22
31.25,74.34,432.22
18.16,39.99,463.69
25.06,74.33,437.27
26.71,59.39,439.33
26.45,75.6,436.89
18.67,47.83,454.47
10.29,40,479.58
5.52,39.33,492.39
23.41,54.42,454.68
29.91,74.9,434.93
19.92,46.97,459.39
26.85,63.56,444.39
23.59,58.62,448.09
22.72,63.73,448.56
20.3,62.52,451.86
17,45.09,458.94
8.89,41.54,483.82
12.61,41.79,461.37
28.9,71.94,427.41
5.49,38.5,490.84
12.91,42.07,466.05
9.45,41.4,475.49
27.47,69.98,431.11
5.79,39.61,489.6
21.92,49.02,443.31
27.07,65.59,442.71
20.6,66.86,451.44
30.73,69.89,426.79
26.31,48.6,440.06
19.98,49.15,457.54
21.31,58.66,451.96
11.48,44.58,478.53
23.33,73.18,436.33
14.05,40.71,465.74
10.06,34.69,477.68
6.86,41.17,490.23
28.87,57.19,435.57
24.83,62.4,442.2
10.42,39.96,470.81
27.51,63.73,440.81
23.97,68.67,441.53
27.22,68.3,436.81
11.54,45,482.34
21.44,48.98,454.5
25.1,61.47,447.27
22.84,61.87,442.72
26.03,69.68,449.54
18.9,58.46,449.32
11.75,42.32,470.44
27.37,76.09,433.34
17.73,43.72,453.94
20.01,56.65,457.01
7.89,39.37,483.82
11.53,41.14,469.04
13.46,41.4,467.4
13.74,39.35,471.11
13.77,43.13,468.45
20.25,59.8,453.81
10.75,40.81,474.71
11.77,39.39,478.51
9.29,39.96,473.51
15.15,41.35,468.64
16.96,44.9,458.1
27.01,65.06,439.81
12.74,44.03,463.96
5.21,43.65,486.08
8.18,40.02,478.81
20.13,60.07,453.49
31.54,67.32,433.02
19.79,64.45,451.37
14.96,43.02,467.16
9,40.78,468.5
16.47,38.01,461.54
16,45.09,458.46
25.42,73.17,437.06
9.27,39.64,480.29
6.85,37.49,483.12
30.49,64.44,438.09
4.81,42.85,479.8
29.93,69.48,430.75
21.93,60.84,440.76
13.35,41.44,473.17
32.44,77.95,434.97
11.8,43.22,469.55
24.4,60.32,447.73
21.92,58.79,446.71
8.27,37.7,479.16
7,36.24,483.06
20.74,59.8,452.99
12.58,43.67,473.02
24.22,62.08,449.11
18.43,44.63,458.75
12.52,71.14,463.22
19.18,50.12,444.56
13.51,44.9,464.86
26.38,70.47,434.02
11.65,41.54,476.4
10.31,37.5,474.16
15.37,50.59,463.35
29.89,65.74,438.24
31.53,70.36,438.71
6.25,39.48,484.26
29.09,70.02,443.27
12,41.5,473.68
18.61,47.83,454.21
16.34,36.99,466.24
28.12,58.33,448.72
12.64,41.26,465.78
26.1,62.91,446.05
8.07,43.41,467.56
27.5,68.24,430.9
28.44,77.54,433.21
28.31,71.85,429.57
22.72,64.15,453.13
22.79,44.57,448.91
17.08,40.12,457.81
15.6,41.04,457.49
22.07,48.41,444.01
24.16,66.05,443.75
14.93,39.16,463.2
11.99,38.28,469.23
16.85,52.9,460.84
24.82,66.54,440.88
21.67,69.71,440.16
18.06,43.14,461.27
30.05,66.44,427.55
18.36,62.1,453.5
32.02,67.83,426.55
24.61,62.39,437.01
8.41,39.16,484.34
8.94,36.71,477.62
22.57,63.94,443.58
9.92,40.64,469.65
26.51,50.05,440.22
24.93,47.01,455.39
24.43,58.95,441.4
12.28,39.96,468
9.75,35.76,474.31
10.94,40.81,476.32
25.37,68.31,441.76
23.82,60.32,445
9.26,40.11,460.72
24.57,66.54,432.41
29.55,72.29,430.98
27.37,63.31,439.15
11.83,38.25,473.31
22.32,70.47,441.87
5.8,45.87,481.6
25.41,69.14,436.59
24.89,66.49,436.39
18.12,50.16,453.29
28.14,61.47,435.35
12,41.17,474.4
15.62,35.4,467.95
11.29,35.76,473.74
17.99,50.16,451.38
4.87,42.85,482.22
19.25,43.43,451.08
11.74,40.6,473.84
13.43,43.69,475.36
25.33,71.32,434.68
19.26,44.34,467.72
17.89,40.12,451.79
30.57,58.9,438.49
7.45,43.13,485.6
24.03,66.54,438.08
8.03,40.07,488.02
28.06,70.04,431.7
10.06,39.61,471.86
9.68,40.77,473.73
26.38,69.88,432.25
10.84,39.18,474.49
7.05,40.69,476.75
13.34,41.79,461.12
24.39,63.77,443.65
24.26,69.71,438.6
8.23,41.01,474.52
13.15,40.78,462.3
31.35,71.97,430.16
22.88,65.48,447.14
25.44,56.57,444.61
27.79,71.85,427.67
21.99,57.5,446.96
13.35,40.27,474.68
28.63,66.56,427.35
12.78,44.6,468.67
8.37,40.92,476.02
11.93,38.78,474.57
21.03,63.86,450.64
27.2,65.12,442.54
26.93,75.23,434.1
12.76,42.32,466.15
8.55,35.77,481.44
14.66,40.89,465.73
10.36,37.83,472.62
21.54,66.54,440.8
14.02,41.78,465.87
12.35,40.8,476.88
25.89,58.86,445.17
22.05,61.27,447.95
32.06,71.85,426.07
24.55,57.5,447.3
27.23,71.77,427.39
24.29,57.5,449.98
30.4,77.3,438.43
26.5,66.75,431.23
10.42,41.26,472.54
15.79,44.89,458.09
15.79,49.15,465.62
30.3,73.67,431.57
25.58,64.45,447.16
12.36,48.04,468.37
10.56,40.22,478.02
30.01,69.13,425.75
14.91,40.73,458.99
15.9,41.35,464.03
8.91,43.52,478.38
26.88,61.5,440.13
14.78,42.86,471.17
30.95,71.58,430.47
17.9,58.33,452.28
13.96,39.54,468.82
29.85,71.58,432.26
14.07,40.78,456.71
25.26,52.3,442.76
10.07,40.92,471.71
15.66,43.99,467.57
6.25,40.02,481.38
27.71,69.51,435.04
12.75,42.34,465.44
21.44,51.19,446.17
32.98,73.88,440.28
27.54,74.22,430.72
11.68,40.55,474.8
8.02,39.04,479.53
19.15,44.34,468.8
18.53,63.91,440.64
30.82,76.2,432.22
22.9,67.25,438.62
22.18,62.39,452.31
3.69,38.44,490.78
19.89,44.9,453.09
23.36,65.18,436.39
13.58,44.47,467.15
25.88,61.47,445.65
6.57,39.37,487.94
10.51,37.5,474.24
26.14,72.99,433.25
13.31,41.26,462.87
14.01,42.99,469.23
8.64,34.69,482.15
24.88,73.17,434.85
23.28,69.51,444.17
25.6,58.46,441.88
27,73.17,434.94
25.69,62.26,436.36
20.77,60.1,450.32
12.45,40.81,474.73
27.32,66.54,431.33
25.51,67.69,433.02
17.45,49.64,454.67
24.4,60.37,440.64
18.98,38.52,454.6
9.48,44.68,478.66
12.04,41.58,464.45
26.11,47.43,445.36
25.28,71.94,432.26
27.46,61.86,439.72
12.42,40.24,469.59
32.49,74.99,435.43
26.16,52.36,453.08
23.39,61.87,444.03
21.12,49.15,456.92
19.94,65.46,448.67
26.15,63.21,441.23
13.93,38.91,470.39
12.87,45.51,475.77
28.29,68.08,430.93
7.78,39.18,484.65
21.11,58.12,453.28
23.97,64.05,447.44
25.71,66.05,444.35
24.7,50.23,454.42
10.32,38.91,479.17
11.46,39.82,477.99
10.53,41.26,475.96
21.91,58.62,450.23
25.35,65.18,438.17
22.77,59.92,437.9
22.28,59.92,437.85
18.94,47.83,455.19
6.92,41.26,483.61
23.07,65.46,446.19
13.89,43.7,470.88
14.13,53.82,467.08
7.4,40.72,484.29
6.17,36.25,483.77
10.8,41.62,462.84
32.77,72.86,433.84
29.56,70.4,432.85
31.05,62.7,441.67
8.85,41.06,486.4
31.15,69.59,431.37
28.18,66.56,426.79
10.24,41.17,479.78
28.38,72.39,432.02
15.46,44.88,461.2
19.97,59.14,450.06
28.36,68.08,434.54
15.09,44.34,468.8
10.72,40.81,474.64
16.37,52.9,461.15
24.66,57.43,445.41
26.44,54.2,444.78
6.3,41.14,481.49
23.56,49.16,443.02
8.73,39.42,474.44
14.49,42.86,468.4
20.26,50.32,448.4
13.56,40.8,475.89
29.01,70.04,430.26
19.78,54.42,456.84
19.24,56.89,452.64
8.36,40.71,487.79
27.08,66.05,441.16
9.3,43.14,477.02
6.29,43.65,485.8
21.33,60.1,451.95
14.55,40.73,458.82
24.54,44.89,445.11
24.28,71.98,432.47
23.45,69.04,442.48
5.62,40.62,483.13
20.82,57.76,454.62
6.06,43.65,480.74
21.24,44.3,444
18.32,66.86,454.46
9.44,40,471.32
17.36,43.96,466.36
26.95,70.79,430.07
21,66.86,451.89
29.36,78.05,434.29
14.84,41.23,464.85
27.21,67.45,436.47
25.44,75.23,436.67
30.84,66.75,432.03
20.55,65.46,448.83
12.27,49.83,467.1
24.49,65.59,441.8
26.65,74.16,431.47
21.46,58.18,444.12
27.24,71.25,430.94
19.86,41.67,462.86
34.48,74.34,433.94
25.16,60.23,444.98
18.93,59.39,450.14
10.55,41.26,473.6
21.86,63.09,442.79
25.57,62.96,444.81
13.73,50.59,459.6
14.26,44.47,465.22
31.28,69.51,429.29
27.08,66.05,439.47
11.87,44.6,468.47
31.92,68.3,430.07
25.42,75.6,438.24
26.08,48.6,438.61
16.88,43.67,463.81
27.75,69.89,430.33
27.37,71.06,432.14
22.74,58.41,447.85
27.17,73.5,435.22
18.99,56.65,457.55
27.19,71.32,437.92
27.46,67.69,432.64
16.66,41.16,463.39
26.39,66.05,442.22
14.31,42.86,465.36
12.1,41.58,462.28
11.56,39.28,477.71
10.34,41.74,480.84
20.76,59.21,447.67
12.09,38.25,469.29
7.68,38.06,483.8
22.78,58.96,452.03
15.42,40.56,469.33
21.08,46.93,453.87
7.25,41.14,477.45
28.25,66.54,439.67
29.82,43.21,433.31
14.55,41.7,454.14
21.88,69.71,444.39
31.07,70.98,432.96
23.08,64.44,448.61
19.95,57.25,453.03
21.89,63.94,447.74
30.11,70.8,432.33
15.1,41.35,466.14
16.59,43.56,465.03
14.71,44,462.87
18.15,41.23,456.32
12.24,34.03,474.18
7.71,38.06,482.78
28.15,72.99,431.83
25.11,56.89,441.51
26.82,69.23,436.36
20.58,54.5,467.76
25.04,66.48,433.83
29.56,51.43,437.93
18.92,44.06,453.72
14.72,41.23,467.11
22.76,57.5,451.7
25.74,63.73,441.9
10.34,37.5,474.08
14.64,44.92,462.64
9.41,34.69,480.87
4.96,45.87,481.88
32.73,69.88,434.32
9.11,36.66,480.74
21.52,46.21,449.08
19.39,51.43,456.25
26.99,68.12,436.95
30.68,71.8,435.4
31.23,75.08,439.14
14.24,39.99,466.2
9.31,43.56,482.55
16.1,36.71,471.46
21.33,50.32,442.44
17.4,43.14,457.59
10.59,25.36,470.96
29.42,74.9,434.66
18.48,50.16,452.06
26.91,70.47,434.24
9.59,38.91,479.96
25.01,68.63,447.12
22.71,59.43,441.24
26.55,60.23,438.95
13.78,42.03,467.6
28.32,71.64,436.31
23.49,73.18,437.01
22.76,49.21,448.73
24.96,60.84,442.36
20.31,45.87,449.54
14.57,44.84,464.58
27.17,61.02,437.06
18.96,47.83,454.35
29.23,68.14,428.87
16.49,41.93,467.48
20.08,44.6,461.07
31.41,64.44,439.3
12.12,40,462.1
25.32,54.5,451.52
20.21,69.94,447.06
10.67,45,481.83
22.44,58.16,452.71
17.81,45,471
20.85,48.7,449.57
18.34,62.1,453.01
29.6,71.14,430.55
9.68,38.16,475.51
28.69,73.18,431.36
24.47,57.85,445.37
19.6,48.14,456.57
17.57,62.1,453.3
26.21,56.85,439.55
8.68,41.82,478.61
24.94,62.96,443.48
20.58,50.78,445.03
17.79,40.12,459.13
22.71,48.06,445.1
25.53,59.57,445.59
26.7,49.02,438.92
27.43,63.87,442.71
30.26,71.77,429.27
29.08,67.07,435.57
22.64,62.44,448.13
23.75,68.51,441.61
15.6,43.71,463.34
28.55,66.51,432.59
29.86,59.57,439.44
15.63,37.87,465.28
